"Emissiebronnen";"Emissies naar lucht";"Perioden";"Emissies naar lucht (mln kg)"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2013";"   192.4"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2014";"   189.6"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2015";"   185.3"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2016";"   185.7"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2017";"   183.3"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2018";"   185.7"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2019";"   172.6"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2020";"   143.9"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2021";"   141.0"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2022";"   134.0"
"Wegverkeer; personenauto's";"Koolmonoxide (CO)";"2023*";"   129.7"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"1990";"   200.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"1995";"   300.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2000";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2001";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2002";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2003";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2004";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2005";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2006";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2007";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2008";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2009";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2010";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2011";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2012";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2013";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2014";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2015";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2016";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2017";"   400.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2018";"   300.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2019";"   300.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2020";"   300.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2021";"   300.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2022";"   300.0"
"Wegverkeer; motorfietsen";"Kooldioxide (CO2)";"2023*";"   300.0"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"1990";"     0.7"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"1995";"     0.8"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2000";"     0.7"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2001";"     0.6"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2002";"     0.6"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2003";"     0.6"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2004";"     0.5"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2005";"     0.5"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2006";"     0.5"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2007";"     0.5"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2008";"     0.5"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2009";"     0.5"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2010";"     0.4"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2011";"     0.4"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2012";"     0.4"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2013";"     0.3"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2014";"     0.3"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2015";"     0.3"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2016";"     0.3"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2017";"     0.2"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2018";"     0.2"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2019";"     0.2"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2020";"     0.2"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2021";"     0.2"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2022";"     0.1"
"Wegverkeer; motorfietsen";"Methaan (CH4)";"2023*";"     0.1"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"1990";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"1995";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2000";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2001";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2002";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2003";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2004";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2005";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2006";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2007";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2008";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2009";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2010";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2011";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2012";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2013";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2014";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2015";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2016";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2017";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2018";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2019";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2020";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2021";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2022";"     0.0"
"Wegverkeer; motorfietsen";"Distikstofoxide (N20)";"2023*";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"1990";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"1995";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2000";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2001";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2002";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2003";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2004";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2005";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2006";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2007";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2008";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2009";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2010";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2011";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2012";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2013";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2014";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2015";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2016";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2017";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2018";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2019";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2020";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2021";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2022";"     0.0"
"Wegverkeer; motorfietsen";"Ammoniak (NH3)";"2023*";"     0.0"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"1990";"     0.4"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"1995";"     0.6"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2000";"     0.9"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2001";"     1.1"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2002";"     1.2"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2003";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2004";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2005";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2006";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2007";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2008";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2009";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2010";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2011";"     1.3"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2012";"     1.2"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2013";"     1.2"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2014";"     1.1"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2015";"     1.1"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2016";"     1.0"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2017";"     1.0"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2018";"     1.0"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2019";"     0.9"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2020";"     0.9"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2021";"     0.8"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2022";"     0.7"
"Wegverkeer; motorfietsen";"Stikstofoxiden (NOx)";"2023*";"     0.7"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"1990";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"1995";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2000";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2001";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2002";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2003";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2004";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2005";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2006";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2007";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2008";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2009";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2010";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2011";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2012";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2013";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2014";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2015";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2016";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2017";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2018";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2019";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2020";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2021";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2022";"     0.0"
"Wegverkeer; motorfietsen";"Zwaveldioxide (SO2)";"2023*";"     0.0"
"Wegverkeer; motorfietsen";"NMVOS";"1990";"    14.8"
"Wegverkeer; motorfietsen";"NMVOS";"1995";"    15.5"
"Wegverkeer; motorfietsen";"NMVOS";"2000";"    14.0"
"Wegverkeer; motorfietsen";"NMVOS";"2001";"    13.0"
"Wegverkeer; motorfietsen";"NMVOS";"2002";"    12.3"
"Wegverkeer; motorfietsen";"NMVOS";"2003";"    11.5"
"Wegverkeer; motorfietsen";"NMVOS";"2004";"    10.3"
"Wegverkeer; motorfietsen";"NMVOS";"2005";"    10.0"
"Wegverkeer; motorfietsen";"NMVOS";"2006";"    10.0"
"Wegverkeer; motorfietsen";"NMVOS";"2007";"    10.2"
"Wegverkeer; motorfietsen";"NMVOS";"2008";"    10.6"
"Wegverkeer; motorfietsen";"NMVOS";"2009";"    10.7"
"Wegverkeer; motorfietsen";"NMVOS";"2010";"     9.2"
"Wegverkeer; motorfietsen";"NMVOS";"2011";"     8.5"
"Wegverkeer; motorfietsen";"NMVOS";"2012";"     7.8"
"Wegverkeer; motorfietsen";"NMVOS";"2013";"     7.1"
"Wegverkeer; motorfietsen";"NMVOS";"2014";"     6.7"
"Wegverkeer; motorfietsen";"NMVOS";"2015";"     6.1"
"Wegverkeer; motorfietsen";"NMVOS";"2016";"     5.7"
"Wegverkeer; motorfietsen";"NMVOS";"2017";"     5.5"
"Wegverkeer; motorfietsen";"NMVOS";"2018";"     5.0"
"Wegverkeer; motorfietsen";"NMVOS";"2019";"     4.7"
"Wegverkeer; motorfietsen";"NMVOS";"2020";"     4.3"
"Wegverkeer; motorfietsen";"NMVOS";"2021";"     4.0"
"Wegverkeer; motorfietsen";"NMVOS";"2022";"     3.5"
"Wegverkeer; motorfietsen";"NMVOS";"2023*";"     3.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"1990";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"1995";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2000";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2001";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2002";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2003";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2004";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2005";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2006";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2007";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2008";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2009";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2010";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2011";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2012";"     0.2"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2013";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2014";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2015";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2016";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2017";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2018";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2019";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2020";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2021";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2022";"     0.1"
"Wegverkeer; motorfietsen";"PM10 (fijn stof)";"2023*";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"1990";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"1995";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2000";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2001";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2002";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2003";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2004";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2005";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2006";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2007";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2008";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2009";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2010";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2011";"     0.2"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2012";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2013";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2014";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2015";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2016";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2017";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2018";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2019";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2020";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2021";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2022";"     0.1"
"Wegverkeer; motorfietsen";"PM2.5 (fijn stof)";"2023*";"     0.0"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"1990";"    33.0"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"1995";"    48.1"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2000";"    51.5"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2001";"    49.6"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2002";"    48.9"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2003";"    47.7"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2004";"    46.1"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2005";"    45.4"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2006";"    44.7"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2007";"    44.5"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2008";"    44.4"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2009";"    44.9"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2010";"    43.1"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2011";"    42.4"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2012";"    41.1"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2013";"    39.4"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2014";"    37.9"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2015";"    36.0"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2016";"    34.7"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2017";"    33.9"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2018";"    32.7"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2019";"    30.8"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2020";"    28.1"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2021";"    25.7"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2022";"    23.1"
"Wegverkeer; motorfietsen";"Koolmonoxide (CO)";"2023*";"    20.9"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"1990";"  2200.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"1995";"  2700.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2000";"  3700.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2001";"  4000.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2002";"  4000.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2003";"  4100.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2004";"  4300.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2005";"  4100.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2006";"  3900.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2007";"  3800.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2008";"  3700.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2009";"  3500.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2010";"  3500.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2011";"  3400.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2012";"  3400.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2013";"  3300.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2014";"  3300.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2015";"  3400.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2016";"  3500.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2017";"  3600.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2018";"  3700.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2019";"  3800.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2020";"  3700.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2021";"  3900.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2022";"  4000.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Kooldioxide (CO2)";"2023*";"  4000.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"1990";"     0.5"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"1995";"     0.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2000";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2001";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2002";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2003";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2004";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2005";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2006";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2007";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2008";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2009";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2010";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2011";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2012";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2013";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2014";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2015";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2016";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2017";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2018";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2019";"     0.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2020";"     0.3"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2021";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2022";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Methaan (CH4)";"2023*";"     0.2"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"1990";"     0.0"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"1995";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2000";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2001";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2002";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2003";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2004";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2005";"     0.1"
"Wegverkeer; lichte bedrijfsvoertuigen";"Distikstofoxide (N20)";"2006";"     0.1"
