"Emissiebronnen";"Emissies naar lucht";"Perioden";"Emissies naar lucht (mln kg)"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2011";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2012";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2013";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2014";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2015";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2016";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2017";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2018";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2019";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2020";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2021";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2022";"     0.0"
"Wegverkeer; bussen";"Zwaveldioxide (SO2)";"2023*";"     0.0"
"Wegverkeer; bussen";"NMVOS";"1990";"     4.9"
"Wegverkeer; bussen";"NMVOS";"1995";"     3.2"
"Wegverkeer; bussen";"NMVOS";"2000";"     1.6"
"Wegverkeer; bussen";"NMVOS";"2001";"     1.3"
"Wegverkeer; bussen";"NMVOS";"2002";"     1.3"
"Wegverkeer; bussen";"NMVOS";"2003";"     1.1"
"Wegverkeer; bussen";"NMVOS";"2004";"     0.9"
"Wegverkeer; bussen";"NMVOS";"2005";"     0.7"
"Wegverkeer; bussen";"NMVOS";"2006";"     0.6"
"Wegverkeer; bussen";"NMVOS";"2007";"     0.4"
"Wegverkeer; bussen";"NMVOS";"2008";"     0.3"
"Wegverkeer; bussen";"NMVOS";"2009";"     0.1"
"Wegverkeer; bussen";"NMVOS";"2010";"     0.1"
"Wegverkeer; bussen";"NMVOS";"2011";"     0.1"
"Wegverkeer; bussen";"NMVOS";"2012";"     0.1"
"Wegverkeer; bussen";"NMVOS";"2013";"     0.2"
"Wegverkeer; bussen";"NMVOS";"2014";"     0.2"
"Wegverkeer; bussen";"NMVOS";"2015";"     0.2"
"Wegverkeer; bussen";"NMVOS";"2016";"     0.2"
"Wegverkeer; bussen";"NMVOS";"2017";"     0.2"
"Wegverkeer; bussen";"NMVOS";"2018";"     0.2"
"Wegverkeer; bussen";"NMVOS";"2019";"     0.2"
"Wegverkeer; bussen";"NMVOS";"2020";"     0.1"
"Wegverkeer; bussen";"NMVOS";"2021";"     0.1"
"Wegverkeer; bussen";"NMVOS";"2022";"     0.1"
"Wegverkeer; bussen";"NMVOS";"2023*";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"1990";"     1.4"
"Wegverkeer; bussen";"PM10 (fijn stof)";"1995";"     0.9"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2000";"     0.6"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2001";"     0.5"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2002";"     0.5"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2003";"     0.4"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2004";"     0.4"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2005";"     0.3"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2006";"     0.2"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2007";"     0.2"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2008";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2009";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2010";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2011";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2012";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2013";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2014";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2015";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2016";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2017";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2018";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2019";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2020";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2021";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2022";"     0.1"
"Wegverkeer; bussen";"PM10 (fijn stof)";"2023*";"     0.1"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"1990";"     1.3"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"1995";"     0.9"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2000";"     0.5"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2001";"     0.4"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2002";"     0.4"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2003";"     0.4"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2004";"     0.3"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2005";"     0.3"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2006";"     0.2"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2007";"     0.2"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2008";"     0.1"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2009";"     0.1"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2010";"     0.1"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2011";"     0.1"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2012";"     0.1"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2013";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2014";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2015";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2016";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2017";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2018";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2019";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2020";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2021";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2022";"     0.0"
"Wegverkeer; bussen";"PM2.5 (fijn stof)";"2023*";"     0.0"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"1990";"     4.1"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"1995";"     3.4"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2000";"     2.4"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2001";"     2.1"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2002";"     2.0"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2003";"     1.8"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2004";"     1.6"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2005";"     1.3"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2006";"     1.1"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2007";"     0.9"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2008";"     0.7"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2009";"     0.5"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2010";"     0.5"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2011";"     0.5"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2012";"     0.6"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2013";"     0.6"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2014";"     0.5"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2015";"     0.5"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2016";"     0.5"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2017";"     0.5"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2018";"     0.4"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2019";"     0.4"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2020";"     0.3"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2021";"     0.3"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2022";"     0.3"
"Wegverkeer; bussen";"Koolmonoxide (CO)";"2023*";"     0.3"
"Railverkeer; totaal";"Kooldioxide (CO2)";"1990";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"1995";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2000";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2001";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2002";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2003";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2004";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2005";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2006";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2007";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2008";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2009";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2010";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2011";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2012";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2013";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2014";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2015";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2016";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2017";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2018";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2019";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2020";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2021";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2022";"   100.0"
"Railverkeer; totaal";"Kooldioxide (CO2)";"2023*";"   100.0"
"Railverkeer; totaal";"Methaan (CH4)";"1990";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"1995";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2000";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2001";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2002";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2003";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2004";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2005";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2006";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2007";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2008";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2009";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2010";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2011";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2012";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2013";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2014";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2015";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2016";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2017";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2018";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2019";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2020";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2021";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2022";"     0.0"
"Railverkeer; totaal";"Methaan (CH4)";"2023*";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"1990";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"1995";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2000";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2001";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2002";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2003";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2004";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2005";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2006";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2007";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2008";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2009";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2010";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2011";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2012";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2013";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2014";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2015";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2016";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2017";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2018";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2019";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2020";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2021";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2022";"     0.0"
"Railverkeer; totaal";"Distikstofoxide (N20)";"2023*";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"1990";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"1995";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2000";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2001";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2002";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2003";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2004";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2005";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2006";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2007";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2008";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2009";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2010";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2011";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2012";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2013";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2014";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2015";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2016";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2017";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2018";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2019";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2020";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2021";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2022";"     0.0"
"Railverkeer; totaal";"Ammoniak (NH3)";"2023*";"     0.0"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"1990";"     1.9"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"1995";"     1.9"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2000";"     2.3"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2001";"     2.2"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2002";"     2.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2003";"     2.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2004";"     2.2"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2005";"     2.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2006";"     2.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2007";"     2.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2008";"     2.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2009";"     1.9"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2010";"     2.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2011";"     2.0"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2012";"     1.6"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2013";"     1.6"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2014";"     1.5"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2015";"     1.5"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2016";"     1.4"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2017";"     1.3"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2018";"     1.1"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2019";"     0.9"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2020";"     0.8"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2021";"     0.7"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2022";"     0.7"
"Railverkeer; totaal";"Stikstofoxiden (NOx)";"2023*";"     0.9"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"1990";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"1995";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2000";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2001";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2002";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2003";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2004";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2005";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2006";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2007";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2008";"     0.1"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2009";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2010";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2011";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2012";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2013";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2014";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2015";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2016";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2017";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2018";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2019";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2020";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2021";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2022";"     0.0"
"Railverkeer; totaal";"Zwaveldioxide (SO2)";"2023*";"     0.0"
"Railverkeer; totaal";"NMVOS";"1990";"     0.1"
"Railverkeer; totaal";"NMVOS";"1995";"     0.1"
"Railverkeer; totaal";"NMVOS";"2000";"     0.1"
"Railverkeer; totaal";"NMVOS";"2001";"     0.1"
"Railverkeer; totaal";"NMVOS";"2002";"     0.1"
"Railverkeer; totaal";"NMVOS";"2003";"     0.1"
"Railverkeer; totaal";"NMVOS";"2004";"     0.1"
"Railverkeer; totaal";"NMVOS";"2005";"     0.1"
"Railverkeer; totaal";"NMVOS";"2006";"     0.1"
"Railverkeer; totaal";"NMVOS";"2007";"     0.1"
"Railverkeer; totaal";"NMVOS";"2008";"     0.1"
"Railverkeer; totaal";"NMVOS";"2009";"     0.1"
"Railverkeer; totaal";"NMVOS";"2010";"     0.1"
"Railverkeer; totaal";"NMVOS";"2011";"     0.1"
"Railverkeer; totaal";"NMVOS";"2012";"     0.1"
"Railverkeer; totaal";"NMVOS";"2013";"     0.1"
"Railverkeer; totaal";"NMVOS";"2014";"     0.1"
"Railverkeer; totaal";"NMVOS";"2015";"     0.1"
"Railverkeer; totaal";"NMVOS";"2016";"     0.1"
"Railverkeer; totaal";"NMVOS";"2017";"     0.1"
"Railverkeer; totaal";"NMVOS";"2018";"     0.1"
"Railverkeer; totaal";"NMVOS";"2019";"     0.0"
"Railverkeer; totaal";"NMVOS";"2020";"     0.0"
"Railverkeer; totaal";"NMVOS";"2021";"     0.0"
"Railverkeer; totaal";"NMVOS";"2022";"     0.0"
"Railverkeer; totaal";"NMVOS";"2023*";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"1990";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"1995";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2000";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2001";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2002";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2003";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2004";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2005";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2006";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2007";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2008";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2009";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2010";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2011";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2012";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2013";"     0.2"
"Railverkeer; totaal";"PM10 (fijn stof)";"2014";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2015";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2016";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2017";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2018";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2019";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2020";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2021";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2022";"     0.1"
"Railverkeer; totaal";"PM10 (fijn stof)";"2023*";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"1990";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"1995";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2000";"     0.2"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2001";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2002";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2003";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2004";"     0.2"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2005";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2006";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2007";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2008";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2009";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2010";"     0.2"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2011";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2012";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2013";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2014";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2015";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2016";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2017";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2018";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2019";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2020";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2021";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2022";"     0.1"
"Railverkeer; totaal";"PM2.5 (fijn stof)";"2023*";"     0.1"
"Railverkeer; totaal";"Koolmonoxide (CO)";"1990";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"1995";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2000";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2001";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2002";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2003";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2004";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2005";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2006";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2007";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2008";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2009";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2010";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2011";"     0.4"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2012";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2013";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2014";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2015";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2016";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2017";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2018";"     0.3"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2019";"     0.2"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2020";"     0.2"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2021";"     0.2"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2022";"     0.2"
"Railverkeer; totaal";"Koolmonoxide (CO)";"2023*";"     0.3"
